1,29.1535694382
2,20.2535383475
3,12.1164120338
4,4.6875049763
5,2.0842788752
6,8.246669548
7,13.8442420499
8,18.9186155044
9,23.508640972
10,27.6505784908
11,31.3782638526
12,34.7232656078
13,37.7150327769
14,40.3810337273
15,42.7468866554
16,44.8364820986
17,46.6720978845
18,48.2745069075
19,49.6630781093
20,50.855871023
21,51.8697242261
22,52.7203380338
23,53.4223517503
24,53.9894157811
25,54.4342588969
26,54.7687509295
27,55.0039611618
28,55.1502126695
29,55.2171328555
30,55.2137004076
31,55.1482889027
32,55.0287072654
33,54.8622372828
34,54.6556683658
35,54.4153297376
36,54.1471202232
37,53.8565358014
38,53.5486950758
39,53.228362812
40,52.899971679
41,52.5676423273
42,52.2352019287
43,51.9062012941
44,51.5839306803
45,51.2714343917
46,50.9715242725
47,50.6867921841
48,50.4196215524
49,50.1721980669
50,49.946519608
51,49.744405472
52,49.5675049604
53,49.4173053958
54,49.2951396201
55,49.2021930287
56,49.1395101897
57,49.1080010926
58,49.1084470683
59,49.1415064193
60,49.2077197927
61,49.3075153304
62,49.4412136229
63,49.6090324947
64,49.8110916426
65,50.0474171494
66,50.3179458903
67,50.6225298497
68,50.9609403611
69,51.3328722829
70,51.7379481215
71,52.1757221088
72,52.6456842428
73,53.1472642957
74,53.6798357952
75,54.2427199806
76,54.8351897364
77,55.4564735048
78,56.1057591752
79,56.7821979514
80,57.4849081939
81,58.2129792346
82,58.9654751605
83,59.7414385639
84,60.5398942521
85,61.3598529158
86,62.2003147466
87,63.0602730016
88,63.9387175079
89,64.8346381012
90,65.747027993
91,66.6748870591
92,67.6172250448
93,68.5730646794
94,69.5414446939
95,70.5214227367
96,71.5120781801
97,72.512514813
98,73.5218634129
99,74.5392841919
100,75.5639691142
101,76.5951440741
102,77.6320709369
103,78.674049433
104,79.7204189035
105,80.770559893
106,81.8238955866
107,82.8798930876
108,83.9380645324
109,84.9979680435
110,86.0592085143
111,87.1214382276
112,88.1843573062
113,89.2477139921
114,90.3113047591
115,91.3749742548
116,92.4386150737
117,93.5021673633
118,94.565618263
119,95.6290011821
120,96.6923949088
121,97.7559225683
122,98.8197504161
123,99.884086485
124,100.9491790765
125,102.0153151151
126,103.0828183496
127,104.1520474342
128,105.2233938621
129,106.297279789
130,107.3741557242
131,108.4544981187
132,109.5388068375
133,110.6276025383
134,111.7214239518
135,112.8208250768
136,113.9263722968
137,115.0386414247
138,116.1582146816
139,117.28567762
140,118.4216159994
141,119.5666126227
142,120.7212441389
143,121.8860778162
144,123.061668318
145,124.248554448
146,125.4472559174
147,126.6582701084
148,127.8820688653
149,129.1190953092
150,130.3697606869
151,131.6344412684
152,132.9134752917
153,134.2071599728
154,135.5157485843
155,136.8394476089
156,138.178413975
157,139.5327524009
158,140.902512813
159,142.287687897
160,143.6882107539
161,145.1039526719
162,146.5347210409
163,147.9802573942
164,149.4402355894
165,150.9142601502
166,152.4018647441
167,153.9025108363
168,155.4155864986
169,156.9404053849
170,158.4762058919
171,160.0221504889
172,161.5773252292
173,163.1407394506
174,164.7113256671
175,166.287939649
176,167.8693606737
177,169.454292026
178,171.0413616512
179,172.629122998
180,174.2160561177
181,175.8005688884
182,177.3809985061
183,178.9556131294
184,180.5226137418
185,182.0801361961
186,183.6262534885
187,185.1589781745
188,186.6762649985
189,188.1760137646
190,189.6560722567
191,191.114239492
192,192.5482690527
193,193.9558726067
194,195.3347236179
195,196.6824611968
196,197.9966941041
197,199.2750049367
198,200.5149543709
199,201.7140856763
200,202.8699291935
201,203.9800070854
202,205.0418381038
203,206.0529424511
204,207.0108468498
205,207.9130895152
206,208.7572254288
207,209.5408314428
208,210.2615116122
209,210.9169025122
210,211.5046785741
211,212.0225575123
212,212.4683056569
213,212.8397433878
214,213.1347505578
215,213.351271745
216,213.4873217979
217,213.5409909353
218,213.5104500705
219,213.393956044
220,213.1898566262
221,212.8965956159
222,212.51271766
223,212.0368731824
224,211.46782287
225,210.8044424073
226,210.0457267432
227,209.1907942837
228,208.2388910486
229,207.1893945264
230,206.0418172028
231,204.7958102097
232,203.4511665055
233,202.0078238446
234,200.4658676281
235,198.8255334428
236,197.0872091939
237,195.2514374141
238,193.3189165937
239,191.2905030305
240,189.1672116243
241,186.9502169623
242,184.6408537957
243,182.2406172096
244,179.751162539
245,177.1743049303
246,174.5120186493
247,171.7664358762
248,168.939845275
249,166.0346900965
250,163.0535663808
251,159.9992199082
252,156.87454379
253,153.6825749769
254,150.4264907785
255,147.1096048901
256,143.7353632101
257,140.3073389101
258,136.8292278142
259,133.3048426431
260,129.738107508
261,126.1330521889
262,122.4938048442
263,118.8245864901
264,115.1297030068
265,111.4135381279
266,107.6805461739
267,103.9352435086
268,100.1822005719
269,96.4260335187
270,92.67139523
271,88.9229666453
272,85.185447046
273,81.4635451312
274,77.7619691412
275,74.0854165773
276,70.438565641
277,66.8260629285
278,63.2525154989
279,59.7224786485
280,56.240446736
281,52.8108413208
282,49.4380026745
283,46.1261770052
284,42.8795074645
285,39.7020226759
286,36.5976267373
287,33.5700894291
288,30.6230343687
289,27.7599305084
290,24.9840813167
291,22.2986154553
292,19.7064768565
293,17.2104160349
294,14.8129804299
295,12.5165066625
296,10.3231111598
297,8.2346837538
298,6.2528780261
299,4.3791071669
300,2.6145339133
